Notes,Race,Race Code,Cancer Sites,Cancer Sites Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Black or African American,2054-5,Retroperitoneum,21110,80-84 years,80-84,Female,F,93
,Black or African American,2054-5,Retroperitoneum,21110,80-84 years,80-84,Male,M,53
,Black or African American,2054-5,Retroperitoneum,21110,85+ years,85,Female,F,75
,Black or African American,2054-5,Retroperitoneum,21110,85+ years,85,Male,M,32
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,30-34 years,30-34,Female,F,16
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,35-39 years,35-39,Female,F,46
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,40-44 years,40-44,Female,F,64
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,40-44 years,40-44,Male,M,21
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,45-49 years,45-49,Female,F,142
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,45-49 years,45-49,Male,M,32
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,50-54 years,50-54,Female,F,237
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,50-54 years,50-54,Male,M,46
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,55-59 years,55-59,Female,F,356
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,55-59 years,55-59,Male,M,62
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,60-64 years,60-64,Female,F,385
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,60-64 years,60-64,Male,M,62
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,65-69 years,65-69,Female,F,439
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,65-69 years,65-69,Male,M,61
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,70-74 years,70-74,Female,F,397
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,70-74 years,70-74,Male,M,38
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,75-79 years,75-79,Female,F,284
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,75-79 years,75-79,Male,M,25
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,80-84 years,80-84,Female,F,222
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,80-84 years,80-84,Male,M,23
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,85+ years,85,Female,F,142
,Black or African American,2054-5,"Peritoneum, Omentum and Mesentery",21120,85+ years,85,Male,M,21
,Black or African American,2054-5,Other Digestive Organs,21130,30-34 years,30-34,Female,F,32
,Black or African American,2054-5,Other Digestive Organs,21130,30-34 years,30-34,Male,M,24
,Black or African American,2054-5,Other Digestive Organs,21130,35-39 years,35-39,Female,F,59
,Black or African American,2054-5,Other Digestive Organs,21130,35-39 years,35-39,Male,M,54
,Black or African American,2054-5,Other Digestive Organs,21130,40-44 years,40-44,Female,F,82
,Black or African American,2054-5,Other Digestive Organs,21130,40-44 years,40-44,Male,M,71
,Black or African American,2054-5,Other Digestive Organs,21130,45-49 years,45-49,Female,F,122
,Black or African American,2054-5,Other Digestive Organs,21130,45-49 years,45-49,Male,M,131
,Black or African American,2054-5,Other Digestive Organs,21130,50-54 years,50-54,Female,F,210
,Black or African American,2054-5,Other Digestive Organs,21130,50-54 years,50-54,Male,M,243
,Black or African American,2054-5,Other Digestive Organs,21130,55-59 years,55-59,Female,F,296
,Black or African American,2054-5,Other Digestive Organs,21130,55-59 years,55-59,Male,M,320
,Black or African American,2054-5,Other Digestive Organs,21130,60-64 years,60-64,Female,F,378
,Black or African American,2054-5,Other Digestive Organs,21130,60-64 years,60-64,Male,M,390
,Black or African American,2054-5,Other Digestive Organs,21130,65-69 years,65-69,Female,F,399
,Black or African American,2054-5,Other Digestive Organs,21130,65-69 years,65-69,Male,M,408
,Black or African American,2054-5,Other Digestive Organs,21130,70-74 years,70-74,Female,F,342
,Black or African American,2054-5,Other Digestive Organs,21130,70-74 years,70-74,Male,M,391
,Black or African American,2054-5,Other Digestive Organs,21130,75-79 years,75-79,Female,F,354
,Black or African American,2054-5,Other Digestive Organs,21130,75-79 years,75-79,Male,M,312
,Black or African American,2054-5,Other Digestive Organs,21130,80-84 years,80-84,Female,F,323
,Black or African American,2054-5,Other Digestive Organs,21130,80-84 years,80-84,Male,M,205
,Black or African American,2054-5,Other Digestive Organs,21130,85+ years,85,Female,F,340
,Black or African American,2054-5,Other Digestive Organs,21130,85+ years,85,Male,M,163
,Black or African American,2054-5,Respiratory System,22010-22060,< 1 year,1,Female,F,44
,Black or African American,2054-5,Respiratory System,22010-22060,< 1 year,1,Male,M,44
,Black or African American,2054-5,Respiratory System,22010-22060,1-4 years,1-4,Female,F,89
,Black or African American,2054-5,Respiratory System,22010-22060,1-4 years,1-4,Male,M,72
,Black or African American,2054-5,Respiratory System,22010-22060,5-9 years,5-9,Female,F,30
,Black or African American,2054-5,Respiratory System,22010-22060,5-9 years,5-9,Male,M,29
,Black or African American,2054-5,Respiratory System,22010-22060,10-14 years,10-14,Female,F,56
,Black or African American,2054-5,Respiratory System,22010-22060,10-14 years,10-14,Male,M,55
,Black or African American,2054-5,Respiratory System,22010-22060,15-19 years,15-19,Female,F,99
,Black or African American,2054-5,Respiratory System,22010-22060,15-19 years,15-19,Male,M,148
,Black or African American,2054-5,Respiratory System,22010-22060,20-24 years,20-24,Female,F,181
,Black or African American,2054-5,Respiratory System,22010-22060,20-24 years,20-24,Male,M,223
,Black or African American,2054-5,Respiratory System,22010-22060,25-29 years,25-29,Female,F,290
,Black or African American,2054-5,Respiratory System,22010-22060,25-29 years,25-29,Male,M,321
,Black or African American,2054-5,Respiratory System,22010-22060,30-34 years,30-34,Female,F,586
,Black or African American,2054-5,Respiratory System,22010-22060,30-34 years,30-34,Male,M,717
,Black or African American,2054-5,Respiratory System,22010-22060,35-39 years,35-39,Female,F,1484
,Black or African American,2054-5,Respiratory System,22010-22060,35-39 years,35-39,Male,M,1785
,Black or African American,2054-5,Respiratory System,22010-22060,40-44 years,40-44,Female,F,4410
,Black or African American,2054-5,Respiratory System,22010-22060,40-44 years,40-44,Male,M,5683
,Black or African American,2054-5,Respiratory System,22010-22060,45-49 years,45-49,Female,F,10178
,Black or African American,2054-5,Respiratory System,22010-22060,45-49 years,45-49,Male,M,13589
,Black or African American,2054-5,Respiratory System,22010-22060,50-54 years,50-54,Female,F,18899
,Black or African American,2054-5,Respiratory System,22010-22060,50-54 years,50-54,Male,M,27594
,Black or African American,2054-5,Respiratory System,22010-22060,55-59 years,55-59,Female,F,29146
,Black or African American,2054-5,Respiratory System,22010-22060,55-59 years,55-59,Male,M,44784
,Black or African American,2054-5,Respiratory System,22010-22060,60-64 years,60-64,Female,F,36562
,Black or African American,2054-5,Respiratory System,22010-22060,60-64 years,60-64,Male,M,56259
,Black or African American,2054-5,Respiratory System,22010-22060,65-69 years,65-69,Female,F,39886
,Black or African American,2054-5,Respiratory System,22010-22060,65-69 years,65-69,Male,M,59131
,Black or African American,2054-5,Respiratory System,22010-22060,70-74 years,70-74,Female,F,37319
,Black or African American,2054-5,Respiratory System,22010-22060,70-74 years,70-74,Male,M,51790
,Black or African American,2054-5,Respiratory System,22010-22060,75-79 years,75-79,Female,F,30853
,Black or African American,2054-5,Respiratory System,22010-22060,75-79 years,75-79,Male,M,38879
,Black or African American,2054-5,Respiratory System,22010-22060,80-84 years,80-84,Female,F,20353
,Black or African American,2054-5,Respiratory System,22010-22060,80-84 years,80-84,Male,M,23141
,Black or African American,2054-5,Respiratory System,22010-22060,85+ years,85,Female,F,15464
,Black or African American,2054-5,Respiratory System,22010-22060,85+ years,85,Male,M,13947
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,10-14 years,10-14,Female,F,21
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,10-14 years,10-14,Male,M,21
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,15-19 years,15-19,Female,F,23
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,15-19 years,15-19,Male,M,52
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,20-24 years,20-24,Female,F,34
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,20-24 years,20-24,Male,M,46
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,25-29 years,25-29,Female,F,43
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,25-29 years,25-29,Male,M,55
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,30-34 years,30-34,Female,F,81
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,30-34 years,30-34,Male,M,78
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,35-39 years,35-39,Female,F,95
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,35-39 years,35-39,Male,M,144
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,40-44 years,40-44,Female,F,156
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,40-44 years,40-44,Male,M,204
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,45-49 years,45-49,Female,F,166
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,45-49 years,45-49,Male,M,276
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,50-54 years,50-54,Female,F,251
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,50-54 years,50-54,Male,M,374
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,55-59 years,55-59,Female,F,258
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,55-59 years,55-59,Male,M,450
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,60-64 years,60-64,Female,F,244
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,60-64 years,60-64,Male,M,471
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,65-69 years,65-69,Female,F,247
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,65-69 years,65-69,Male,M,380
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,70-74 years,70-74,Female,F,222
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,70-74 years,70-74,Male,M,313
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,75-79 years,75-79,Female,F,208
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,75-79 years,75-79,Male,M,218
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,80-84 years,80-84,Female,F,145
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,80-84 years,80-84,Male,M,136
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,85+ years,85,Female,F,172
,Black or African American,2054-5,"Nose, Nasal Cavity and Middle Ear",22010,85+ years,85,Male,M,96
,Black or African American,2054-5,Larynx,22020,25-29 years,25-29,Male,M,29
,Black or African American,2054-5,Larynx,22020,30-34 years,30-34,Female,F,20
,Black or African American,2054-5,Larynx,22020,30-34 years,30-34,Male,M,48
,Black or African American,2054-5,Larynx,22020,35-39 years,35-39,Female,F,88
,Black or African American,2054-5,Larynx,22020,35-39 years,35-39,Male,M,173
,Black or African American,2054-5,Larynx,22020,40-44 years,40-44,Female,F,248
,Black or African American,2054-5,Larynx,22020,40-44 years,40-44,Male,M,718
,Black or African American,2054-5,Larynx,22020,45-49 years,45-49,Female,F,594
,Black or African American,2054-5,Larynx,22020,45-49 years,45-49,Male,M,1927
,Black or African American,2054-5,Larynx,22020,50-54 years,50-54,Female,F,1070
,Black or African American,2054-5,Larynx,22020,50-54 years,50-54,Male,M,3739
,Black or African American,2054-5,Larynx,22020,55-59 years,55-59,Female,F,1473
,Black or African American,2054-5,Larynx,22020,55-59 years,55-59,Male,M,5631
,Black or African American,2054-5,Larynx,22020,60-64 years,60-64,Female,F,1534
,Black or African American,2054-5,Larynx,22020,60-64 years,60-64,Male,M,6424
,Black or African American,2054-5,Larynx,22020,65-69 years,65-69,Female,F,1397
,Black or African American,2054-5,Larynx,22020,65-69 years,65-69,Male,M,5681
,Black or African American,2054-5,Larynx,22020,70-74 years,70-74,Female,F,949
,Black or African American,2054-5,Larynx,22020,70-74 years,70-74,Male,M,4225
,Black or African American,2054-5,Larynx,22020,75-79 years,75-79,Female,F,642
,Black or African American,2054-5,Larynx,22020,75-79 years,75-79,Male,M,2743
,Black or African American,2054-5,Larynx,22020,80-84 years,80-84,Female,F,380
,Black or African American,2054-5,Larynx,22020,80-84 years,80-84,Male,M,1571
,Black or African American,2054-5,Larynx,22020,85+ years,85,Female,F,242
,Black or African American,2054-5,Larynx,22020,85+ years,85,Male,M,875
,Black or African American,2054-5,Lung and Bronchus,22030,1-4 years,1-4,Female,F,16
,Black or African American,2054-5,Lung and Bronchus,22030,1-4 years,1-4,Male,M,16
,Black or African American,2054-5,Lung and Bronchus,22030,10-14 years,10-14,Female,F,20
,Black or African American,2054-5,Lung and Bronchus,22030,10-14 years,10-14,Male,M,21
,Black or African American,2054-5,Lung and Bronchus,22030,15-19 years,15-19,Female,F,62
,Black or African American,2054-5,Lung and Bronchus,22030,15-19 years,15-19,Male,M,57
,Black or African American,2054-5,Lung and Bronchus,22030,20-24 years,20-24,Female,F,128
,Black or African American,2054-5,Lung and Bronchus,22030,20-24 years,20-24,Male,M,118
,Black or African American,2054-5,Lung and Bronchus,22030,25-29 years,25-29,Female,F,216
,Black or African American,2054-5,Lung and Bronchus,22030,25-29 years,25-29,Male,M,184
,Black or African American,2054-5,Lung and Bronchus,22030,30-34 years,30-34,Female,F,464
,Black or African American,2054-5,Lung and Bronchus,22030,30-34 years,30-34,Male,M,524
,Black or African American,2054-5,Lung and Bronchus,22030,35-39 years,35-39,Female,F,1276
,Black or African American,2054-5,Lung and Bronchus,22030,35-39 years,35-39,Male,M,1421
,Black or African American,2054-5,Lung and Bronchus,22030,40-44 years,40-44,Female,F,3979
,Black or African American,2054-5,Lung and Bronchus,22030,40-44 years,40-44,Male,M,4701
,Black or African American,2054-5,Lung and Bronchus,22030,45-49 years,45-49,Female,F,9374
,Black or African American,2054-5,Lung and Bronchus,22030,45-49 years,45-49,Male,M,11322
,Black or African American,2054-5,Lung and Bronchus,22030,50-54 years,50-54,Female,F,17522
,Black or African American,2054-5,Lung and Bronchus,22030,50-54 years,50-54,Male,M,23398
,Black or African American,2054-5,Lung and Bronchus,22030,55-59 years,55-59,Female,F,27348
,Black or African American,2054-5,Lung and Bronchus,22030,55-59 years,55-59,Male,M,38605
,Black or African American,2054-5,Lung and Bronchus,22030,60-64 years,60-64,Female,F,34714
